Title,Author,Publish Date,Keywords,URL,First Name,Gender
"Armmad: honoring Armenian roots, reviving ancient practices",Kristina Ayanian,2021-03-03,"natural, herbs, practices, products, mouradian, native, armenian, armenia, honoring, roots, ancient, way, oil, research, armmad, reviving",https://armenianweekly.com/2021/03/03/armmad-honoring-armenian-roots-reviving-ancient-practices/,Kristina,female
COVID vaccine rollout reaches local Armenian nursing home,Leeza Arakelian,2021-01-06,"weekly, week, rollout, armenian, ariel, residents, anrc, population, nursing, clinic, reaches, care, staff, community, vaccine, local, covid",https://armenianweekly.com/2021/01/06/covid-vaccine-rollout-reaches-local-armenian-nursing-home/,Leeza,female
Web Panel Documents Cultural Erasure in Nagorno-Karabakh,Lillian Avedian,2020-12-09,"erasure, panel, tachjian, armenian, cultural, caucasian, albanian, theory, order, ancient, web, documents, nagornokarabakh, dr",https://armenianweekly.com/2020/12/09/web-panel-documents-cultural-erasure-in-nagorno-karabakh/,Lillian,female
"David Tikoian’s latest venture, the political arena",Pauline Getzoyan,2020-12-09,"school, tikoian, rhode, latest, providence, council, tikoians, town, smithfield, state, armenian, david, arena, venture, political, ri",https://armenianweekly.com/2020/12/09/david-tikoians-latest-venture-the-political-arena/,Pauline,female
Young community leader shares love of culture with first Armenian children’s book,Leeza Arakelian,2020-11-18,"հպարտ, books, love, language, shares, book, armenian, dervartanian, culture, leader, հայ, boston, young, community, ayf, childrens",https://armenianweekly.com/2020/11/18/young-community-leader-shares-love-of-culture-with-first-armenian-childrens-book/,Leeza,female
Strength in Small Actions: Lessons from Chicago on the Continuing Struggle for Survival,Araxie Cass,2020-10-25,"chicago, strength, actions, media, survival, struggle, demonstration, armenians, money, lessons, continuing, soldiers, artsakh, small, protest",https://armenianweekly.com/2020/10/25/strength-in-small-actions-lessons-from-chicago-on-the-continuing-struggle-for-survival/,Araxie,female
"ARF Eastern US Sends Over 5,000 pounds of Medical Supplies to Yerevan",Sossi Essajanian,2020-10-23,"volunteer, 5000, armenian, jersey, yerevan, supplies, medical, pounds, armenia, sends, member, volunteers, eastern, help, arf",https://armenianweekly.com/2020/10/23/arf-eastern-us-sends-over-5000-pounds-of-medical-supplies-to-yerevan/,Sossi,female
Local Armenian grocers compelled to enter ‘Turkish Product Free Zone’,Leeza Arakelian,2020-10-16,"free, turkish, business, trade, compelled, zone, grocers, products, armenian, product, owners, enter, turkey, armenia, haroutunian, eastern, local",https://armenianweekly.com/2020/10/16/local-armenian-grocers-compelled-to-enter-turkish-product-free-zone/,Leeza,female
Thousands of East Coast Armenians March for Justice,Kristina Ayanian,2020-10-12,"led, im, whats, justice, activists, thousands, armenians, armenian, coast, wants, armenia, youth, east, eastern, park",https://armenianweekly.com/2020/10/12/thousands-of-east-coast-armenians-march-for-justice/,Kristina,female
Hundreds Protest Against Azeri Aggression in Boston,Leeza Arakelian,2020-10-05,"member, im, hundreds, armenian, ayf, live, members, long, aggression, boston, armenia, turkey, protest, azeri",https://armenianweekly.com/2020/10/05/hundreds-protest-against-azeri-aggression-in-boston/,Leeza,female
"Chicago Armenians, Greeks and Assyrians take to the streets for Artsakh",Araxie Cass,2020-10-04,"chicago, protest, support, organizing, armenians, armenian, ayf, homeland, armenia, members, greeks, artsakh, streets, assyrians",https://armenianweekly.com/2020/10/04/chicago-armenians-greeks-and-assyrians-take-to-the-streets-for-artsakh/,Araxie,female
EyeSupport: Fighting for Humanity,Kristina Ayanian,2020-09-02,"womens, venture, launched, humanity, relief, armenian, global, bracelets, fighting, creative, young, eyesupport",https://armenianweekly.com/2020/09/02/eyesupport-fighting-for-humanity/,Kristina,female
"Project SAVE unlocks archives, launches online collections database",Lillian Avedian,2020-08-19,"collections, missionaries, sarian, images, archives, unlocks, photographs, database, save, armenian, online, armenians, history, launches, collection, project",https://armenianweekly.com/2020/08/19/project-save-unlocks-archives-launches-online-collections-database/,Lillian,female
MI State Rep. Mari Manoogian Lends Voice to 2020 DNC Keynote,Leeza Arakelian,2020-08-19,"lends, 2020, moments, state, public, armenian, night, keynote, face, democratic, biden, voice, mari, office, manoogian, dnc, mi, rep",https://armenianweekly.com/2020/08/19/mi-state-rep-mari-manoogian-lends-voice-to-2020-dnc-keynote/,Leeza,female
Racism: A Continuing Conversation,Pauline Getzoyan,2020-08-18,"discussions, weekly, participants, mouradian, global, armenian, conversation, continuing, course, community, racism, dr",https://armenianweekly.com/2020/08/18/racism-a-continuing-conversation/,Pauline,female
"Local Teen, AYF Member Aces International Math Contest",Leeza Arakelian,2020-08-18,"aces, school, kouchakdjian, international, zaven, curtis, studying, teen, students, ayf, armenian, math, member, precalculus, contest, local",https://armenianweekly.com/2020/08/18/local-teen-ayf-member-aces-international-math-contest/,Leeza,female
"Scholars, Journalists Focus on Armenia-Azerbaijan Clashes During NAASR Panel",Lillian Avedian,2020-07-29,"panelists, panel, clashes, international, media, naasr, scholars, kasbarian, conflict, journalists, armenia, turkey, domestic, war, azerbaijan, focus, armeniaazerbaijan",https://armenianweekly.com/2020/07/29/scholars-journalists-focus-on-armenia-azerbaijan-clashes-during-naasr-panel/,Lillian,female
Azeri Counterprotesters Disrupt Armenian Flash Mob Dance in Harvard Square,Leeza Arakelian,2020-07-26,"disrupt, homenetmen, group, azeri, dance, flash, mob, weekly, counterprotesters, armenian, boston, member, hand, place, harvard, square, krafian",https://armenianweekly.com/2020/07/26/azeri-counterprotestors-disrupt-armenian-dance-flash-mob-in-harvard-square/,Leeza,female
AYF Boston Chapter Leads Die-in Protest Against Azeri Aggression,Kristina Ayanian,2020-07-24,"chapter, group, peace, diein, ayf, armenian, armenians, boston, aggression, youth, protest, azeri, leads",https://armenianweekly.com/2020/07/24/ayf-boston-chapter-leads-die-in-protest-against-azeri-aggression/,Kristina,female
Activist panel reveals how Armenians can support Black Lives Matter,Lillian Avedian,2020-07-22,"matter, lives, university, panel, activist, panelists, black, support, armenians, armenian, white, reveals, community, supremacy",https://armenianweekly.com/2020/07/22/allyship-as-action-activist-panel-reveals-how-armenians-can-support-black-lives-matter/,Lillian,female
Community Cleanup at Camp Haiastan,Pauline Getzoyan,2020-07-22,"work, help, providence, elmasian, armenian, camp, day, franklin, community, cleanup, haiastan",https://armenianweekly.com/2020/07/22/community-cleanup-at-camp-haiastan/,Pauline,female
Local ARS Chapters Surprise Elderly on Mother’s Day,Leeza Arakelian,2020-05-13,"chapter, chapters, social, watertown, elderly, armenian, day, zargarian, volunteers, women, surprise, local, ars, mothers",https://armenianweekly.com/2020/05/13/local-ars-chapters-surprise-elderly-on-mothers-day/,Leeza,female
Watertown Celebrates Der Antranig with Birthday Parade,Leeza Arakelian,2020-04-29,"der, antranig, stephens, parade, prayer, armenian, church, members, watertown, birthday, st, celebrates",https://armenianweekly.com/2020/04/29/watertown-celebrates-der-antranig-with-birthday-parade/,Leeza,female
"Strength, Service and Sustenance: Armenian Restaurants Unite to Donate Meals to MGH on April 24th",Kristina Ayanian,2020-04-28,"donate, unite, strength, 24th, service, restaurants, owner, mediterranean, sustenance, grill, armenian, powerful, meals, food, night, boston, community, mgh",https://armenianweekly.com/2020/04/28/strength-service-and-sustenance-armenian-restaurants-unite-to-donate-meals-to-mgh-on-april-24th/,Kristina,female
St. Stephen’s Armenian Elementary School Participates in Virtual Commemoration of the Armenian Genocide,Heather Krafian,2020-04-25,"school, participates, skrypuch, der, stephens, armenian, virtual, musa, movses, ssaes, elementary, commemoration, dagh, genocide, st, georgetown, shared",https://armenianweekly.com/2020/04/25/st-stephens-armenian-elementary-school-participates-in-virtual-commemoration-of-the-armenian-genocide/,Heather,female
Glenview Grandmother Making Masks for Illinois Hospital in Pandemic,Hazel Barsamian,2020-04-17,"kholamian, hermineh, making, hospital, shepard, illinois, grandmother, glenview, armenian, jessica, masks, mask, care, pandemic",https://armenianweekly.com/2020/04/17/glenview-grandmother-making-masks-for-illinois-hospital-in-pandemic/,Hazel,female
Activists in Action: Caring for our Most Vulnerable in a Pandemic,Pauline Getzoyan,2020-04-15,"activists, patients, participants, family, armenian, hospice, action, crisis, nursing, care, members, covid19, caring, vulnerable, pandemic",https://armenianweekly.com/2020/04/15/activists-in-action-caring-for-our-most-vulnerable-in-a-pandemic/,Pauline,female
Miss Boston Kristina Ayanian Launches Food Donation Drive During COVID-19 Crisis,Leeza Arakelian,2020-04-01,"donation, social, weekly, miss, ayanian, pantry, food, kristina, launches, drive, crisis, boston, covid19, burlington, project, interview, current",https://armenianweekly.com/2020/04/01/miss-boston-kristina-ayanian-launches-food-donation-drive-during-covid-19-crisis/,Leeza,female
Local Sunday Schools Collaborate for Science-Faith Workshop,Laura Purutyan,2020-03-18,"churches, workshop, sciencefaith, apostolic, students, armenian, schools, shera, collaborate, christ, church, light, science, local, faith",https://armenianweekly.com/2020/03/18/local-sunday-schools-collaborate-for-science-faith-workshop/,Laura,female
Local Marash Armenians Honor Centennial Anniversary of Heroic Battle,Leeza Arakelian,2020-03-03,"heroic, chapter, slideshow, watertown, marashtsi, stephens, armenians, honor, armenian, marash, st, centennial, union, battle, anniversary, local",https://armenianweekly.com/2020/03/03/local-marash-armenians-honor-centennial-anniversary-of-heroic-battle/,Leeza,female
Service to Church and Community the Theme of Vartanantz Day in Providence,Pauline Getzoyan,2020-03-03,"work, providence, service, eminence, serving, armenian, deacons, day, theme, church, vartanantz, community, srpazan",https://armenianweekly.com/2020/03/03/service-to-church-and-community-the-theme-of-vartanantz-day-in-providence/,Pauline,female
Preserving History and Influencing Culture with the Armenian-American Press,Kristina Ayanian,2020-02-19,"armenianamerican, editor, press, weekly, kurkjian, revenue, influencing, arakelian, armenian, history, culture, boston, preserving, newspapers, community",https://armenianweekly.com/2020/02/19/preserving-history-and-influencing-culture-with-the-armenian-american-press/,Kristina,female
The Weekly’s Kristina Ayanian Crowned Miss Boston 2020,Leeza Arakelian,2020-02-12,"world, weekly, miss, massachusetts, ayanian, armenian, kristina, america, boston, weeklys, crowned, social, competition, 2020",https://armenianweekly.com/2020/02/12/the-weeklys-kristina-ayanian-crowned-miss-boston-2020/,Leeza,female
Local Talents Shine at St. Stephen’s Armenian Saturday School Luncheon,Ida Barsoumian,2020-01-28,"talents, 20, school, stephens, students, armenian, schools, community, members, luncheon, shine, st, local, learning",https://armenianweekly.com/2020/01/28/local-talent-featured-at-st-stephens-armenian-saturday-school-luncheon/,Ida,female
Boston Hamazkayin Kicks off 3-part Movie Series on Artsakh,Verginie Touloumian,2020-01-15,"won, inhabitant, artsakh, international, 3part, movie, film, festival, kicks, village, boston, best, series, hamazkayin, 2020",https://armenianweekly.com/2020/01/15/boston-hamazkayin-kicks-off-3-part-movie-series-on-artsakh/,Verginie,female
Homenetmen Boston Family Keeps Caroling Tradition Alive,Kristina Ayanian,2020-01-08,"caroling, homenetmen, chapter, families, tradition, family, armenian, guests, scouts, community, boston, alive, keeps, christmas, hmem",https://armenianweekly.com/2020/01/08/homenetmen-boston-family-keeps-caroling-tradition-alive/,Kristina,female
Christina Alexanian Stuns Brookline Audience in ‘Notebooks of Anzel Kourtian’,Kristina Ayanian,2019-12-17,"brookline, kourtians, audience, kourtian, songs, smyrna, stuns, notebooks, anzel, performance, armenian, alexanian, victims, greece, christina, genocide",https://armenianweekly.com/2019/12/17/christina-alexanian-stuns-brookline-audience-in-notebooks-of-anzel-kourtian/,Kristina,female
Armenian Heritage Park Guides Boston Community on Labyrinth Walk,Kristina Ayanian,2019-12-10,"guides, tellalian, walk, armenian, heritage, water, labyrinth, boston, tears, explained, community, genocide, park",https://armenianweekly.com/2019/12/10/armenian-heritage-park-guides-boston-community-on-labyrinth-walk/,Kristina,female
Providence ARF Celebrates 129th Anniversary,Pauline Getzoyan,2019-12-04,"129th, providence, hairenik, mouradian, arakelian, armenian, organization, newspaper, history, community, anniversary, arf, celebrates",https://armenianweekly.com/2019/12/04/providence-arf-celebrates-129th-anniversary/,Pauline,female
St. Stephen’s Armenian Elementary School Celebrates 35 Years,Kristina Ayanian,2019-11-20,"35, school, stephens, language, dr, students, class, armenian, ssaes, elementary, boyamian, community, st, celebrates",https://armenianweekly.com/2019/11/20/st-stephens-armenian-elementary-school-celebrates-35-years/,Kristina,female
